temperature_2m_mean,total_precipitation_sum,potential_evaporation_sum,streamflow
16.865,0.0,5.4089055,463.0
16.47,0.0,5.498456,439.0
17.44,0.0,5.961486,422.0
21.905,0.0,6.387163,411.0
23.845,0.49,6.1858664,399.0
24.365,5.17,6.0025253,395.0
20.75,18.36,4.6055365,438.0
13.54,8.84,3.8495114,435.0
13.14,0.0,4.285898,424.0
14.255,0.0,4.919747,412.0
16.595,0.0,5.47218,402.0
17.880000000000003,3.03,5.306492,392.0
19.53,1.53,4.203286,397.0
20.02,6.17,3.4441402,397.0
21.42,9.3,3.5636687,395.0
21.939999999999998,4.36,4.161173,405.0
21.225,6.64,4.2667727,423.0
16.595,14.11,3.8463104,435.0
14.525,0.0,4.079861,441.0
17.134999999999998,0.0,4.849628,443.0
19.27,0.0,4.904821,441.0
19.365000000000002,8.04,3.8715792,441.0
18.41,19.08,2.936248,476.0
20.745,8.68,3.3604379,523.0
21.06,3.99,4.5890656,540.0
21.02,0.0,4.1896615,537.0
16.165,0.79,4.026684,536.0
14.395,0.0,4.241816,518.0
15.794999999999998,0.0,4.6985426,504.0
16.075,2.37,4.2697434,491.0
17.005000000000003,3.11,2.954673,487.0
17.375,1.7,3.2683926,463.0
15.93,0.1,3.334512,447.0
12.185,0.0,3.1837838,418.0
9.685,0.0,2.8563704,377.0
9.685,0.0,2.7157528,351.0
9.93,0.0,3.3524897,336.0
13.12,0.0,3.9446528,322.0
16.86,0.0,4.2631116,316.0
18.025,4.73,3.3664677,314.0
14.830000000000002,6.59,2.7803776,311.0
10.32,13.96,2.6563292,311.0
12.875,32.11,2.5213277,555.0
9.255,0.0,2.7837427,571.0
8.55,0.0,3.2199228,600.0
11.315,0.0,3.6017933,627.0
14.024999999999999,0.0,3.5081716,638.0
17.03,0.0,3.6158037,623.0
18.42,0.0,3.8560975,606.0
19.955,0.0,3.7779818,590.0
22.55,4.68,3.8707063,574.0
18.91,3.7,3.1697712,542.0
16.09,0.0,2.5446842,502.0
14.135,0.0,2.9676528,483.0
12.465,2.89,2.4192026,466.0
12.115,8.99,2.2851584,464.0
12.255,5.17,3.109753,455.0
12.765,4.29,2.541927,445.0
12.5,1.56,2.6238222,431.0
11.68,0.0,2.8841488,421.0
13.555,3.45,2.4723883,418.0
16.91,2.5,2.6796615,420.0
16.555,1.0,2.8416426,416.0
16.795,5.43,2.9601483,434.0
9.705,3.26,2.3460028,401.0
5.59,0.0,2.0667925,388.0
7.585,0.81,1.9877968,377.0
4.215000000000001,4.65,1.56698,344.0
2.88,0.48,1.5858363,342.0
7.855,2.73,1.8740386,332.0
6.235,0.53,1.7881541,310.0
5.6000000000000005,0.0,1.9418075,300.0
11.295,5.56,2.2442043,297.0
11.53,8.86,2.3264346,313.0
4.385,1.46,1.6164229,296.0
2.545,1.95,1.1239772,286.0
2.6799999999999997,2.45,1.1456779,282.0
5.1850000000000005,2.76,1.1103622,281.0
3.95,0.19,1.0907881,272.0
2.465,0.0,1.1222478,264.0
1.945,0.0,1.2481548,255.0
3.465,0.42,1.4185514,249.0
4.995,0.74,1.4173114,247.0
7.27,0.91,1.5455785,241.0
5.005000000000001,0.0,1.409848,231.0
3.4400000000000004,0.0,1.4262635,228.0
5.795,8.08,1.4053974,232.0
3.1149999999999998,7.48,1.0523528,247.0
-0.375,0.0,0.5842695,246.0
-0.9950000000000001,0.0,0.84250665,242.0
1.4650000000000003,5.14,1.3053013,244.0
7.415,8.77,1.5292599,279.0
5.295,3.94,1.222964,315.0
3.415,0.0,1.1023419,307.0
5.62,0.0,1.3386161,313.0
8.424999999999999,0.0,1.6690032,309.0
8.07,0.0,1.6247623,307.0
9.86,0.0,1.5206065,314.0
13.135,0.0,1.5292786,317.0
11.959999999999999,0.0,1.5252926,316.0
13.03,0.0,1.5992354,316.0
11.785,2.6,1.6151637,314.0
10.46,10.29,1.2925942,336.0
3.7399999999999998,2.09,0.8959638,348.0
2.145,3.64,0.5613239,351.0
-1.7950000000000002,7.04,0.51642346,367.0
-4.29,0.0,0.55070466,375.0
1.0099999999999998,2.05,0.7813683,390.0
4.0649999999999995,2.16,0.6355002,388.0
2.17,2.05,0.53733766,396.0
5.285,9.32,0.8006455,425.0
5.615,13.8,0.83128685,561.0
3.065,2.0,0.623552,584.0
1.0100000000000002,1.13,0.5419874,620.0
-3.835,1.32,0.41666964,640.0
-2.6199999999999997,4.82,0.38391212,683.0
1.3750000000000002,6.03,0.55222857,744.0
8.23,8.13,1.0703744,845.0
4.975,8.83,0.8706832,1030.0
-2.37,3.38,0.40706384,1120.0
-6.145,2.15,0.35375738,1180.0
-8.385,3.6,0.25949168,1240.0
-7.805,3.38,0.21993788,1240.0
-9.035,0.0,0.19762973,1210.0
-13.155000000000001,0.0,0.15049815,1180.0
-14.435,0.0,0.12840109,1150.0
-13.620000000000001,1.17,0.12798959,1120.0
-10.385,4.61,0.19267261,1110.0
-10.655000000000001,3.01,0.1777078,1070.0
-10.959999999999999,8.84,0.24617177,1050.0
-10.725,5.87,0.21374044,1040.0
-15.645,0.01,0.06699631,1030.0
-16.965,1.05,0.0254474,970.0
-17.23,0.8,0.016941367,950.0
-12.925,13.81,0.12514699,930.0
-11.645,9.42,0.13541266,910.0
-14.96,0.0,0.082561135,890.0
-12.8,1.05,0.17197335,870.0
-12.114999999999998,4.2,0.17200275,840.0
-17.795,0.0,0.0001373248,810.0
-20.32,0.0,0.0,770.0
-19.130000000000003,0.13,0.0,750.0
-16.955,0.0,0.026018832,720.0
-18.515,0.0,0.0,700.0
-20.05,0.0,0.0,670.0
-19.77,0.25,0.0,660.0
-17.91,1.06,0.0,640.0
-17.815,9.53,0.0,630.0
-10.98,8.23,0.18562567,610.0
-11.09,0.05,0.13060597,590.0
-15.095,0.0,0.075424366,570.0
-18.630000000000003,0.0,0.0,560.0
-17.425,0.0,0.009554019,550.0
-18.935000000000002,0.0,0.0,540.0
-21.305,0.0,0.0,520.0
-21.53,0.0,0.0,510.0
-16.03,0.0,0.05436128,500.0
-11.06,2.46,0.14991188,490.0
-17.16,1.49,0.0184109,480.0
-20.4,0.01,0.0,470.0
-22.75,0.0,0.0,460.0
-26.12,0.0,0.0,450.0
-17.830000000000002,2.05,0.0,440.0
-4.225,8.93,0.42174858,430.0
-8.72,0.0,0.31231612,425.0
-6.05,0.0,0.34534788,420.0
-3.045,1.89,0.41067603,410.0
-5.705,1.25,0.3467084,405.0
-11.830000000000002,1.36,0.1818554,400.0
-15.79,2.55,0.08095792,385.0
-11.25,1.26,0.24318942,375.0
-7.765,1.07,0.33986425,365.0
-5.28,3.06,0.36634776,350.0
-10.98,3.86,0.23066929,345.0
-10.775,5.05,0.2041365,355.0
-11.32,1.79,0.17128465,360.0
-16.705,0.0,0.033662833,350.0
-21.509999999999998,2.32,0.0,355.0
-16.064999999999998,3.37,0.06618065,370.0
-10.595,1.52,0.32663566,355.0
-0.06499999999999995,3.52,0.63014007,365.0
-10.465,1.24,0.24576455,380.0
-16.155,0.0,0.06877158,395.0
-16.685000000000002,0.0,0.042060193,410.0
-17.96,4.38,0.0,415.0
-11.475,3.37,0.20998278,410.0
-8.085,2.6,0.42399597,395.0
-1.3850000000000002,4.41,0.54965055,380.0
1.71,9.05,0.46526128,420.0
-3.3049999999999997,3.17,0.49296647,480.0
-2.14,0.0,0.5806457,480.0
-6.18,0.92,0.5353695,475.0
-7.234999999999999,15.19,0.39165652,470.0
-12.155,8.53,0.28027156,455.0
-6.72,0.0,0.49470797,445.0
-11.165,0.0,0.29296476,435.0
-21.915,0.0,0.0,425.0
-22.145,0.92,0.0,415.0
-22.16,0.0,0.0,405.0
-14.899999999999999,0.25,0.1718301,385.0
-10.37,0.0,0.4599341,375.0
-6.154999999999999,0.0,0.64632124,365.0
-1.3649999999999998,0.0,0.7813082,370.0
-0.77,11.65,0.7057759,405.0
-5.865,13.63,0.4220431,430.0
-15.32,0.0,0.15502886,420.0
-16.165,2.39,0.11642815,405.0
-11.695,0.0,0.33494654,390.0
-18.69,0.0,0.0,380.0
-14.685,6.37,0.16052118,375.0
-12.29,7.15,0.22050373,370.0
-18.895,0.0,0.0,365.0
-12.595,1.41,0.33196548,360.0
-15.68,0.52,0.12602265,355.0
-16.235,0.01,0.124614045,350.0
-4.864999999999999,4.06,1.048104,355.0
-0.9649999999999999,5.87,1.0209512,395.0
-11.495,0.0,0.32121477,405.0
-19.814999999999998,0.0,0.0,390.0
-22.130000000000003,0.0,0.0,385.0
-20.475,1.32,0.0,380.0
-14.92,1.97,0.17269455,370.0
-17.015,0.0,0.06412101,365.0
-4.63,0.0,0.91182035,360.0
-5.51,0.01,0.92620045,345.0
-10.040000000000001,0.0,0.47784826,340.0
-15.765,0.0,0.14111903,335.0
-19.15,0.0,0.0,330.0
-17.509999999999998,0.0,0.02407271,325.0
-13.55,0.0,0.39312547,320.0
-5.415,0.0,1.0909896,320.0
-2.3150000000000004,0.0,1.5345628,325.0
0.27499999999999947,0.0,1.5380852,370.0
-0.3550000000000004,0.0,1.4969946,420.0
1.0799999999999996,0.0,1.3960351,484.0
-2.485,2.24,1.2919016,600.0
-0.7949999999999999,5.9,1.05408,750.0
2.21,0.08,1.0192546,879.0
4.115,7.66,1.1890256,1030.0
3.915,7.95,1.1208241,1200.0
0.8600000000000001,0.0,1.1337782,1400.0
-1.8650000000000002,3.38,1.1795467,1600.0
-0.9400000000000001,8.41,0.8840838,1800.0
-4.18,2.84,1.2607224,2050.0
-1.645,1.4,1.4952705,2300.0
-7.285,0.0,1.058836,2470.0
-8.32,0.0,0.8765786,2390.0
-5.365,0.46,1.1695898,1840.0
-11.610000000000001,0.0,0.6674278,1510.0
-11.489999999999998,0.02,0.56395197,1360.0
-11.375,0.0,0.6660489,1210.0
-9.745000000000001,1.03,0.9772074,1090.0
-3.38,2.73,1.4460487,1070.0
1.71,0.07,1.2867386,1070.0
1.67,0.15,1.0960617,1080.0
2.295,1.7,1.3860002,1080.0
4.075,9.64,1.575408,1260.0
3.74,7.56,1.3323252,1720.0
1.13,0.47,1.4563245,1970.0
-1.0850000000000002,0.0,1.4106367,2200.0
-2.425,0.0,1.3388112,2390.0
-1.8650000000000002,0.0,1.783234,2560.0
0.06500000000000039,6.78,1.6309205,2720.0
-2.575,10.35,0.7968733,2850.0
-3.3899999999999997,4.41,1.1861607,2910.0
-3.6649999999999996,0.0,1.5810751,2900.0
0.16000000000000014,0.0,1.983558,2870.0
2.5949999999999998,6.2,1.7195804,2880.0
3.745,2.84,1.6011791,2950.0
1.2349999999999999,2.63,1.8593773,3110.0
-1.77,3.56,1.4166151,3180.0
-0.6400000000000001,0.0,1.9227332,3230.0
6.085,1.82,2.7951238,3400.0
6.63,7.95,2.4074533,3890.0
4.205,0.0,2.68228,4380.0
5.61,1.85,2.4452393,4960.0
3.8049999999999997,0.0,2.6403592,5440.0
5.55,0.0,2.8738737,5880.0
8.575000000000001,0.0,3.4029193,6190.0
13.719999999999999,0.17,4.592037,6860.0
11.875,0.0,3.816481,8070.0
6.574999999999999,0.0,2.4039118,8460.0
10.645,0.0,3.755609,8320.0
14.504999999999999,0.0,4.355022,8110.0
11.469999999999999,2.2,3.6591587,7900.0
4.739999999999999,0.0,2.9321399,7500.0
5.355,0.0,3.3313444,7000.0
7.029999999999999,1.54,2.9529781,6540.0
5.7,3.93,2.3214417,6180.0
4.9799999999999995,4.1,2.7117186,5840.0
7.0,1.12,3.3975463,5450.0
11.065000000000001,0.09,4.0952797,5040.0
12.385,3.33,3.8738308,4670.0
10.41,7.7,2.9444435,4440.0
8.02,2.51,3.6739242,4160.0
10.325,0.0,3.369861,3900.0
10.424999999999999,0.0,3.9499643,3610.0
10.42,2.09,4.482455,3370.0
12.184999999999999,5.74,3.8259451,3130.0
8.255,2.51,3.5616226,2930.0
6.69,10.53,2.3142617,2900.0
4.33,2.44,1.8895677,2850.0
5.234999999999999,3.24,2.2798057,2790.0
5.2299999999999995,5.57,2.1556542,2720.0
2.5549999999999997,18.82,1.747875,2950.0
4.5249999999999995,12.07,2.272513,3430.0
6.734999999999999,0.0,3.6348324,3580.0
8.485,0.0,4.447836,3660.0
11.045,0.0,5.198822,3640.0
13.135,0.0,5.568611,3540.0
15.41,0.0,5.791122,3420.0
12.96,0.21,4.6100283,3230.0
8.37,0.64,2.743641,3040.0
6.715,0.0,3.520499,2870.0
11.675,0.0,5.094684,2720.0
17.12,0.0,5.6140637,2550.0
20.6,0.18,5.7842665,2400.0
18.015,7.47,5.1961145,2340.0
10.855,3.28,3.8176563,2230.0
8.185,0.55,3.86533,2110.0
12.600000000000001,5.4,4.068028,2010.0
14.415,1.86,4.6729636,1920.0
15.030000000000001,0.61,4.9689326,1820.0
14.969999999999999,0.21,3.7810574,1710.0
13.48,1.73,4.0652895,1590.0
12.190000000000001,0.0,5.5522065,1500.0
16.38,0.0,5.9956837,1410.0
20.135,0.0,5.587757,1330.0
19.67,0.6,4.7504587,1250.0
18.675,3.85,4.7685027,1190.0
21.134999999999998,2.23,5.5533442,1130.0
21.58,10.74,4.687182,1130.0
15.07,11.55,3.90447,1110.0
11.26,6.6,2.7922983,1110.0
13.09,2.22,2.8823795,1090.0
15.580000000000002,5.3,3.2598996,1100.0
15.579999999999998,5.89,3.342323,1110.0
16.835,11.04,3.1743329,1160.0
18.32,4.15,4.734829,1200.0
19.66,0.0,5.3088584,1200.0
19.48,2.73,5.161003,1190.0
16.155,3.26,4.5027447,1150.0
14.545,0.0,5.069082,1120.0
17.025,0.0,4.817213,1060.0
16.215,0.0,4.7146945,1000.0
16.08,0.0,5.162721,956.0
17.4,2.51,5.071965,912.0
16.689999999999998,5.11,3.6666439,903.0
14.16,0.08,3.5125434,830.0
10.92,0.0,4.014877,772.0
11.684999999999999,0.0,3.908485,727.0
12.91,1.29,4.9357166,687.0
17.634999999999998,6.47,4.773098,688.0
17.275,2.19,4.6130795,651.0
15.99,0.0,4.4168983,600.0
13.620000000000001,0.0,4.432658,569.0
13.18,0.0,4.8799825,541.0
16.665,0.0,5.6587157,517.0
19.9,0.0,5.2498326,489.0
23.055,0.0,5.022488,470.0
21.73,0.26,5.432034,444.0
21.085,1.05,5.618351,424.0
22.77,2.03,4.86383,410.0
19.835,2.48,4.6293654,393.0
17.405,0.0,4.3868427,370.0
17.14,0.0,5.3127427,352.0
17.46,14.41,3.9165387,365.0
16.92,22.31,2.5840037,440.0
18.78,4.43,3.3050585,457.0
20.105,0.01,4.701087,467.0
20.67,0.0,5.7337313,476.0
21.235,0.0,5.763925,495.0
21.939999999999998,0.0,6.065463,488.0
22.75,0.0,5.933285,477.0
21.54,0.0,5.5401344,464.0
19.43,0.4,4.0810623,427.0
16.275,0.0,4.085247,392.0
18.685000000000002,0.0,5.146843,373.0
20.64,0.0,5.908311,363.0
21.485,0.0,5.8307033,352.0
21.34,0.74,4.522285,343.0
18.055,4.59,3.0746694,329.0
19.924999999999997,5.69,3.2066445,328.0
20.42,7.51,4.303559,322.0
20.225,2.0,4.1877728,303.0
20.189999999999998,13.87,3.060054,302.0
20.59,8.21,3.4061007,307.0
18.615000000000002,18.33,3.8892775,307.0
16.064999999999998,44.89,2.9736507,575.0
15.575,0.0,3.9915009,556.0
17.01,0.0,3.9022748,534.0
18.77,0.0,4.49363,530.0
20.33,2.52,4.474516,523.0
14.115,5.2,4.0384016,525.0
10.379999999999999,0.0,3.6290865,517.0
12.93,0.0,4.079457,501.0
15.445,0.0,4.5356197,479.0
17.53,0.0,4.863011,460.0
19.025,0.0,4.906777,441.0
20.245,0.0,4.68344,422.0
21.18,0.0,4.8614955,402.0
22.299999999999997,7.87,4.392441,387.0
20.385,8.67,3.9572904,372.0
18.814999999999998,9.04,3.4253466,381.0
14.405,2.31,3.5777557,385.0
15.200000000000001,0.0,3.684162,369.0
16.68,0.0,4.0460086,357.0
17.47,0.0,3.6210356,341.0
12.5,0.0,3.4329174,316.0
10.83,0.0,3.4443195,303.0
13.43,3.24,3.3016465,287.0
13.45,0.25,3.6982043,271.0
13.665000000000001,9.58,3.1639204,272.0
9.014999999999999,5.85,2.914283,267.0
10.09,0.0,3.1285353,260.0
13.245,0.0,2.905263,251.0
13.27,0.37,2.5709462,233.0
10.594999999999999,0.0,3.1421118,227.0
11.875,0.0,2.6273818,212.0
11.91,1.91,2.8942354,214.0
16.835,6.13,2.4942307,218.0
11.23,7.3,2.2399957,203.0
5.5249999999999995,0.0,1.7283226,191.0
4.525,0.08,1.6288034,181.0
6.155,0.02,1.838973,170.0
7.65,5.04,1.6815108,170.0
7.995,2.19,1.983018,166.0
9.23,6.46,1.9497856,165.0
10.870000000000001,31.3,1.7137423,327.0
9.025,12.8,1.7621304,448.0
9.045,1.75,1.948397,454.0
11.76,0.0,2.128846,487.0
14.27,0.0,1.9809319,517.0
14.280000000000001,0.32,2.1777315,534.0
12.344999999999999,4.71,1.8472118,555.0
7.470000000000001,10.41,1.6191248,588.0
8.69,18.15,1.5464699,830.0
6.005,1.76,1.4178704,898.0
5.19,3.05,1.3444101,961.0
6.515000000000001,4.74,1.9805771,1030.0
9.69,7.24,1.8628289,1090.0
9.99,3.45,1.9936657,1120.0
11.375,7.6,1.8136822,1150.0
6.22,5.2,1.0157425,1170.0
4.37,11.73,0.6099654,1220.0
4.46,9.97,0.809256,1440.0
6.95,4.72,1.0981991,1520.0
11.155000000000001,9.06,1.4415052,1620.0
16.28,15.55,1.4955381,1790.0
15.794999999999998,12.77,1.4525307,2210.0
11.075000000000001,1.01,1.734396,2710.0
7.47,0.01,1.5968333,3010.0
6.29,1.3,1.4011813,3180.0
10.115,5.9,1.4686935,3290.0
9.435,12.74,1.4822899,3400.0
2.905,6.35,0.9661266,3440.0
2.095,0.0,1.1593709,3460.0
5.659999999999999,1.68,1.1656046,3390.0
3.3150000000000004,10.68,1.0786232,3270.0
2.745,36.67,0.70592904,3810.0
1.815,18.95,0.6484192,4870.0
0.7999999999999999,0.06,0.6486108,5230.0
-0.575,0.0,0.6173823,5300.0
-1.0750000000000002,1.52,0.78250384,5200.0
1.7050000000000003,3.17,0.61927557,5040.0
0.7849999999999999,0.05,0.7405402,4840.0
1.395,0.0,0.67305297,4580.0
-1.42,0.0,0.5860571,4330.0
-1.4649999999999999,0.84,0.62000453,4090.0
0.71,4.05,0.5855899,3860.0
5.175,8.39,0.89393073,3720.0
3.1750000000000003,7.69,0.92544204,3610.0
-0.9349999999999999,14.38,0.41851872,3450.0
-2.935,16.5,0.3424952,3330.0
-4.4399999999999995,0.0,0.34816164,3130.0
-5.14,0.0,0.46562126,2950.0
-3.075,11.53,0.49256262,2820.0
-1.65,29.66,0.39740273,2930.0
-4.68,4.32,0.34151807,2870.0
-5.57,4.73,0.38136113,2780.0
-2.52,0.13,0.4152691,2680.0
-0.7849999999999999,0.0,0.5498985,2610.0
1.035,2.78,0.49823207,2520.0
1.09,5.35,0.35331103,2500.0
-1.065,0.97,0.35764897,2480.0
-4.2700000000000005,7.82,0.38311246,2450.0
-3.5900000000000003,9.37,0.33567253,2470.0
-2.75,0.0,0.32640678,2390.0
-2.215,0.08,0.38369578,2350.0
0.07500000000000007,4.44,0.28548163,2290.0
1.24,4.47,0.34272087,2220.0
-0.014999999999999902,3.96,0.37494868,2200.0
-3.6350000000000002,3.39,0.36283726,2120.0
-5.390000000000001,1.84,0.42415196,2080.0
0.8599999999999999,1.64,0.62743884,2030.0
4.6450000000000005,0.0,0.64317614,2090.0
-3.3649999999999998,0.0,0.4425877,2160.0
-3.5399999999999996,0.0,0.41234922,2200.0
-0.3400000000000003,0.0,0.5249058,2190.0
-5.695,3.3,0.38547415,2150.0
-6.045,20.57,0.30510256,2200.0
-3.38,15.76,0.35788253,2260.0
-7.99,0.0,0.28942224,2180.0
-6.66,0.0,0.33102098,2140.0
-4.885,0.01,0.34502065,2130.0
-3.6300000000000003,0.0,0.34026873,2130.0
-3.925,0.06,0.38088617,2090.0
-9.535,0.0,0.243684,2020.0
-11.145,0.16,0.1792142,1950.0
-7.07,3.04,0.3548038,1910.0
-9.93,1.96,0.26061115,1790.0
-13.475000000000001,0.0,0.11803806,1700.0
-9.055,3.14,0.26231575,1650.0
-3.83,3.27,0.3145653,1600.0
-2.69,7.56,0.42070153,1560.0
-3.005,8.44,0.36020467,1570.0
-12.14,0.0,0.18423864,1460.0
-12.115,1.71,0.1945393,1470.0
-0.16500000000000015,9.23,0.30498788,1480.0
2.285,11.98,0.41130337,1590.0
-4.404999999999999,14.33,0.36930898,1780.0
-13.860000000000001,5.99,0.120156415,1770.0
-13.260000000000002,0.03,0.13968141,1740.0
-19.475,0.0,0.0,1710.0
-19.45,0.0,0.0,1690.0
-9.735000000000001,2.9,0.29255036,1660.0
-0.7149999999999999,6.0,0.40564907,1610.0
-12.55,5.24,0.16501892,1580.0
-19.15,0.0,0.0,1570.0
-13.035,0.05,0.17139801,1560.0
-14.935,0.0,0.10563302,1550.0
-16.619999999999997,0.0,0.039413817,1510.0
-11.31,0.0,0.18797228,1480.0
-9.18,1.11,0.22267233,1440.0
-16.83,0.0,0.03296801,1420.0
-24.939999999999998,0.0,0.0,1380.0
-22.18,2.99,0.0,1350.0
-16.77,4.81,0.03534758,1310.0
-21.305,0.0,0.0,1280.0
-21.16,6.03,0.0,1250.0
-16.015,5.96,0.049751557,1200.0
-16.425,0.4,0.0543487,1160.0
-12.614999999999998,1.52,0.17479496,1110.0
-7.885000000000001,7.28,0.29523674,1060.0
-3.915,11.28,0.34151486,1010.0
-8.4,0.02,0.3140686,980.0
-15.265,3.96,0.11192166,950.0
-13.54,2.1,0.17452008,930.0
-19.59,0.0,0.0,910.0
-25.71,0.0,0.0,890.0
-23.415,0.68,0.0,880.0
-13.205,1.13,0.18138377,860.0
-21.66,0.0,0.0,840.0
-25.875,0.0,0.0,830.0
-14.16,0.03,0.16100056,810.0
-8.295,1.13,0.40750244,800.0
-9.47,0.8,0.34185693,790.0
-12.440000000000001,6.25,0.20453312,780.0
-12.695,5.26,0.18310145,770.0
-18.175,0.0,0.0,760.0
-17.68,0.0,0.0064327284,740.0
-4.48,0.0,0.6617536,730.0
0.44500000000000006,0.0,0.5953904,720.0
0.1200000000000001,0.0,0.57315195,730.0
-3.295,0.0,0.70322496,740.0
-3.6100000000000003,0.0,0.66251373,740.0
-2.25,0.0,0.6867853,740.0
-2.6350000000000002,0.0,0.73306084,735.0
-7.63,0.0,0.55820125,730.0
-16.79,0.04,0.0631386,700.0
-19.53,0.0,0.0,680.0
-20.835,0.0,0.0,650.0
-17.59,6.19,0.01376473,630.0
-10.67,10.07,0.3497986,610.0
-11.685,3.27,0.3271877,605.0
-16.575,0.48,0.07293795,600.0
-15.555,0.0,0.16641285,590.0
-13.139999999999999,0.09,0.3663352,580.0
-1.16,5.52,0.8070392,565.0
-3.8499999999999996,0.38,0.8261062,565.0
-3.4,1.81,0.8145876,560.0
-16.03,1.76,0.11943428,550.0
-17.945,0.0,0.0,545.0
-15.29,0.0,0.17036639,540.0
-16.2,0.0,0.12611087,535.0
-15.36,0.04,0.20478792,535.0
-13.68,0.0,0.32785118,535.0
-9.299999999999999,0.0,0.6727741,540.0
-1.1749999999999998,7.72,1.1522931,545.0
-1.6950000000000003,8.63,0.9436199,555.0
-7.605,12.41,0.4443507,570.0
-7.789999999999999,14.15,0.4223139,580.0
-8.545,0.64,0.729389,600.0
-3.995,6.99,0.99878025,615.0
-7.71,12.65,0.6191257,640.0
-11.065000000000001,4.62,0.2999517,650.0
-8.475,3.31,0.55100805,655.0
-4.755000000000001,2.05,0.7178225,660.0
-2.54,0.19,0.7609672,660.0
-0.9999999999999999,0.0,0.82297313,655.0
-0.51,0.0,0.93640393,640.0
-2.8,0.0,1.0663582,635.0
-5.83,0.0,1.083887,625.0
-3.7800000000000002,0.0,1.240529,620.0
-2.3649999999999998,0.01,1.5575778,620.0
0.10499999999999998,9.92,1.3583555,618.0
-2.695,10.25,0.7723132,660.0
-8.2,0.0,0.7856292,675.0
-10.975,0.0,0.6780376,680.0
-9.91,3.32,0.8569536,680.0
-5.595,9.08,1.0372053,695.0
-4.135,1.99,1.2035592,700.0
-4.039999999999999,0.0,1.6723888,700.0
-0.1750000000000007,1.97,2.0406218,757.0
3.175,10.99,1.8486705,950.0
1.81,5.54,1.4870646,1110.0
-5.41,0.0,1.1116067,1250.0
-7.35,0.0,1.1109799,1330.0
-3.93,0.0,1.5033896,1370.0
-2.43,0.0,1.6149704,1400.0
-1.37,0.0,1.5537618,1450.0
1.75,0.0,2.1055248,1500.0
6.905,0.53,2.2014654,1610.0
7.15,2.29,2.1251473,1850.0
4.005,5.66,1.856872,2300.0
2.8,5.23,1.4299475,2900.0
3.0450000000000004,7.6,1.3999306,3900.0
-0.025000000000000022,14.82,0.8865099,4890.0
0.029999999999999916,8.82,1.0168662,5310.0
-2.6750000000000003,0.02,1.2011722,5350.0
-1.3499999999999996,0.0,1.7842795,5380.0
0.03000000000000025,0.0,2.1512136,5420.0
3.245,0.0,2.5101786,5470.0
2.785,2.56,2.02699,5580.0
0.8449999999999998,2.45,1.590693,5510.0
2.0549999999999997,0.0,2.3421633,5470.0
2.8850000000000002,0.0,2.732296,5520.0
3.955,0.0,2.7294807,5590.0
4.865,5.1,2.2649074,5690.0
3.225,12.87,1.5272101,6200.0
4.505,5.66,1.71862,7020.0
6.44,0.0,2.8736794,7700.0
7.185,0.0,3.1367335,8500.0
6.3100000000000005,0.0,3.5170357,9210.0
7.305,0.0,3.2728195,10000.0
3.0500000000000003,0.0,2.700474,10200.0
5.24,0.0,3.3793766,10100.0
6.8149999999999995,0.0,3.644745,10100.0
9.13,3.94,3.3269815,10200.0
10.105,2.64,3.0059834,10300.0
6.325,8.41,2.2683835,10200.0
5.62,7.57,1.5350008,10300.0
6.24,0.0,2.2837846,9890.0
5.75,5.16,3.349394,9360.0
8.16,13.4,3.0274973,9440.0
8.879999999999999,0.0,2.655929,9160.0
7.155,0.0,3.3953185,8730.0
7.459999999999999,0.0,3.9015796,8220.0
9.674999999999999,0.67,4.4976816,7640.0
13.674999999999999,1.86,4.133248,7040.0
11.39,0.13,4.6959133,6530.0
9.700000000000001,0.0,4.059691,6020.0
7.2250000000000005,0.0,4.0694323,5560.0
11.575000000000001,6.56,4.4655857,5110.0
11.5,8.46,3.514832,4850.0
4.39,3.45,2.6468294,4600.0
5.055000000000001,0.0,3.5773077,4260.0
11.115,0.0,4.8408437,3950.0
17.225,0.0,5.39872,3660.0
13.399999999999999,0.0,4.98004,3370.0
9.059999999999999,2.8,4.603537,3120.0
15.094999999999999,6.99,5.3405128,2940.0
18.825,0.0,4.72075,2720.0
11.35,0.01,4.7822027,2520.0
13.190000000000001,16.8,3.6755679,2400.0
11.64,12.45,2.8805237,2550.0
13.98,0.0,4.3445115,2460.0
11.21,0.0,4.5061646,2380.0
11.54,2.37,3.0706916,2290.0
10.485,1.68,2.7617705,2170.0
11.265,0.0,4.242466,2050.0
11.235,0.0,4.2641864,1930.0
10.55,0.15,3.7752588,1820.0
10.6,0.0,3.3999796,1720.0
11.265,0.0,4.451446,1620.0
15.74,0.0,5.6241083,1530.0
18.375,0.0,5.1825747,1420.0
12.079999999999998,0.0,5.191594,1340.0
18.02,0.0,5.2703843,1260.0
21.785,0.23,4.7648125,1190.0
17.55,1.48,4.889337,1120.0
13.625,9.12,3.7125733,1060.0
11.145,0.0,3.6726606,983.0
11.37,0.53,3.5240512,947.0
10.33,0.05,4.245491,895.0
14.9,0.0,5.412043,844.0
18.775,0.0,6.2678485,801.0
21.95,0.0,6.3556004,766.0
21.36,2.03,6.1510134,718.0
17.58,1.21,5.1340337,677.0
12.69,0.0,3.9834433,630.0
12.895000000000001,0.0,4.626733,602.0
14.75,0.0,5.6429644,571.0
17.145,0.0,6.231169,549.0
